source,neighbor,rank,distance,source_umap_x,source_umap_y,neighbor_umap_x,neighbor_umap_y
20260107_084710.jpg,20260107_085344.jpg,1,0.09808048441921371,6.779468059539795,2.8517844676971436,6.693411827087402,2.804730176925659
20260107_084710.jpg,20260107_092532.jpg,2,0.12918311426921272,6.779468059539795,2.8517844676971436,6.908132076263428,2.8402152061462402
20260107_084710.jpg,20260107_085435.jpg,3,0.1754533987872196,6.779468059539795,2.8517844676971436,6.864185810089111,2.6981394290924072
20260107_084710.jpg,20260107_092932.jpg,4,0.19611182644321357,6.779468059539795,2.8517844676971436,6.68722677230835,3.0248491764068604
20260107_084710.jpg,20260107_085103.jpg,5,0.20411927323453877,6.779468059539795,2.8517844676971436,6.832630634307861,2.654709815979004
20260107_084710.jpg,20260107_092448.jpg,6,0.20689937136251033,6.779468059539795,2.8517844676971436,6.585411548614502,2.923543930053711
20260107_084710.jpg,20260107_100039.jpg,7,0.2395436396738144,6.779468059539795,2.8517844676971436,6.74047327041626,2.61543607711792
20260107_084710.jpg,20260107_092928.jpg,8,0.24795193481928263,6.779468059539795,2.8517844676971436,6.545388221740723,2.7700116634368896
20260107_084710.jpg,20260107_085315.jpg,9,0.2545693443836807,6.779468059539795,2.8517844676971436,6.727414131164551,2.6025938987731934
20260107_084710.jpg,20260107_092709.jpg,10,0.29253315338098124,6.779468059539795,2.8517844676971436,6.50547456741333,2.7492992877960205
20260107_084823.jpg,20260107_085209.jpg,1,0.16489555256994531,7.078988075256348,5.151554107666016,7.177770614624023,5.283586502075195
20260107_084823.jpg,20260107_094132.jpg,2,0.1731121090304152,7.078988075256348,5.151554107666016,7.207297325134277,5.267763137817383
20260107_084823.jpg,20260107_093746.jpg,3,0.23065878175343482,7.078988075256348,5.151554107666016,7.078648090362549,5.3822126388549805
20260107_084823.jpg,20260107_094216.jpg,4,0.3022227106174599,7.078988075256348,5.151554107666016,7.37742805480957,5.199221134185791
20260107_084823.jpg,20260107_085528.jpg,5,0.32481715734052513,7.078988075256348,5.151554107666016,6.827395915985107,5.356998920440674
20260107_084823.jpg,20260107_095245.jpg,6,0.33601482718270287,7.078988075256348,5.151554107666016,7.288580417633057,4.888919353485107
20260107_084823.jpg,20260107_093751.jpg,7,0.3536327533778773,7.078988075256348,5.151554107666016,7.072991371154785,5.505136013031006
20260107_084823.jpg,20260107_095822.jpg,8,0.3660902994019933,7.078988075256348,5.151554107666016,7.012394428253174,4.791571617126465
20260107_084823.jpg,20260107_091611.jpg,9,0.3777108823915907,7.078988075256348,5.151554107666016,7.427151679992676,5.298004150390625
20260107_084823.jpg,20260107_095304.jpg,10,0.41264069312661505,7.078988075256348,5.151554107666016,7.095177173614502,4.739231109619141
20260107_084826.jpg,20260107_085603.jpg,1,0.06904829328812907,7.918313503265381,2.9969794750213623,7.910366535186768,2.9283900260925293
20260107_084826.jpg,20260107_085305.jpg,2,0.14650007739398851,7.918313503265381,2.9969794750213623,7.807464599609375,2.9011943340301514
20260107_084826.jpg,20260107_085025.jpg,3,0.15908177777195018,7.918313503265381,2.9969794750213623,7.9929070472717285,3.137488603591919
20260107_084826.jpg,20260107_085456.jpg,4,0.16328175703085704,7.918313503265381,2.9969794750213623,7.805950164794922,2.8785083293914795
20260107_084826.jpg,20260107_091325.jpg,5,0.16357323467268656,7.918313503265381,2.9969794750213623,7.947826862335205,3.1578681468963623
20260107_084826.jpg,20260107_095934.jpg,6,0.16876818120926226,7.918313503265381,2.9969794750213623,7.7716064453125,2.9135544300079346
20260107_084826.jpg,20260107_094129.jpg,7,0.18312032320586322,7.918313503265381,2.9969794750213623,7.805037021636963,2.8530993461608887
20260107_084826.jpg,20260107_085105.jpg,8,0.18529848661497283,7.918313503265381,2.9969794750213623,7.956743240356445,2.8157098293304443
20260107_084826.jpg,20260107_095722.jpg,9,0.2317375605118788,7.918313503265381,2.9969794750213623,7.71312952041626,3.10469126701355
20260107_084826.jpg,20260107_085040.jpg,10,0.23973619353777706,7.918313503265381,2.9969794750213623,7.730300426483154,3.1457226276397705
20260107_084831.jpg,20260107_085005.jpg,1,0.04051384083811723,9.899799346923828,6.5357513427734375,9.907803535461426,6.496036052703857
20260107_084831.jpg,20260107_085008.jpg,2,0.07957355946298815,9.899799346923828,6.5357513427734375,9.976158142089844,6.558140754699707
20260107_084831.jpg,20260107_090532.jpg,3,0.08425941087061695,9.899799346923828,6.5357513427734375,9.852490425109863,6.605475902557373
20260107_084831.jpg,20260107_100359.jpg,4,0.08532470551410422,9.899799346923828,6.5357513427734375,9.936728477478027,6.612670421600342
20260107_084831.jpg,20260107_100855.jpg,5,0.12412017343296439,9.899799346923828,6.5357513427734375,9.80505657196045,6.615936279296875
20260107_084831.jpg,20260107_100821.jpg,6,0.15188216528715254,9.899799346923828,6.5357513427734375,9.752188682556152,6.571518421173096
20260107_084831.jpg,20260107_100312.jpg,7,0.1602772153671607,9.899799346923828,6.5357513427734375,9.999837875366211,6.410527229309082
20260107_084831.jpg,20260107_093843.jpg,8,0.1701240281449298,9.899799346923828,6.5357513427734375,9.755712509155273,6.626201152801514
20260107_084831.jpg,20260107_100357.jpg,9,0.301588037066344,9.899799346923828,6.5357513427734375,10.079368591308594,6.778053283691406
20260107_084831.jpg,20260107_093614.jpg,10,0.3172109581187688,9.899799346923828,6.5357513427734375,10.05307388305664,6.813473701477051
20260107_084840.jpg,20260107_093815.jpg,1,0.16075631586323233,6.648467540740967,6.270952224731445,6.6386332511901855,6.110496997833252
20260107_084840.jpg,20260107_095527.jpg,2,0.16135663161060265,6.648467540740967,6.270952224731445,6.74481725692749,6.400384426116943
20260107_084840.jpg,20260107_084922.jpg,3,0.1701087420113034,6.648467540740967,6.270952224731445,6.5489630699157715,6.4089226722717285
20260107_084840.jpg,20260107_085523.jpg,4,0.2088242225137344,6.648467540740967,6.270952224731445,6.504570007324219,6.422283172607422
