sample_id,filepath,filename,umap_x,umap_y,tags,width,height,size_bytes,latitude,longitude,site,camera_type
6967ecf34644523b2e555cfb,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113709.jpg,20260106_113709.jpg,6.9586606,0.14968511,,4032,3024,5510536,-34.357953299722226,-70.89188799972223,Camarico,ground
6967ecf34644523b2e555cfc,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113713.jpg,20260106_113713.jpg,7.229029,1.8415495,,4032,3024,5371584,-34.35794059972223,-70.8918941,Camarico,ground
6967ecf34644523b2e555cfd,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113725.jpg,20260106_113725.jpg,9.325149,-2.0076835,,4032,3024,5701503,-34.35793329972223,-70.89188169972223,Camarico,ground
6967ecf34644523b2e555cfe,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113730.jpg,20260106_113730.jpg,8.299587,-0.60978884,,4032,3024,5601342,-34.3579201,-70.8918716,Camarico,ground
6967ecf34644523b2e555cff,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113737.jpg,20260106_113737.jpg,9.444312,1.5786186,,4032,3024,5395776,-34.3578989,-70.8918539,Camarico,ground
6967ecf34644523b2e555d00,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113740.jpg,20260106_113740.jpg,9.823883,-0.06504915,,4032,3024,5514703,-34.357889399722225,-70.8918419,Camarico,ground
6967ecf34644523b2e555d01,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113808.jpg,20260106_113808.jpg,8.9739065,1.8248799,,4032,3024,5391165,-34.3577675,-70.89177019972223,Camarico,ground
6967ecf34644523b2e555d02,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113843.jpg,20260106_113843.jpg,9.906164,-1.2159919,,4032,3024,5438544,-34.35777949972223,-70.8917851,Camarico,ground
6967ecf34644523b2e555d03,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113916.jpg,20260106_113916.jpg,9.502982,0.31159347,,4032,3024,5827761,-34.35777949972223,-70.8917851,Camarico,ground
6967ecf34644523b2e555d04,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_113933.jpg,20260106_113933.jpg,9.849774,-1.5623187,,4032,3024,5305286,-34.35777949972223,-70.8917851,Camarico,ground
6967ecf34644523b2e555d05,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_114000.jpg,20260106_114000.jpg,8.136732,1.8555921,,4032,3024,5455888,-34.35777949972223,-70.8917851,Camarico,ground
6967ecf34644523b2e555d06,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_114005.jpg,20260106_114005.jpg,7.6408396,1.7865345,,4032,3024,5322188,-34.35777949972223,-70.8917851,Camarico,ground
6967ecf34644523b2e555d07,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_114159.jpg,20260106_114159.jpg,9.072345,1.0088398,,3024,4032,5887710,,,Camarico,ground
6967ecf34644523b2e555d08,/home/malezainia1/dev/INIA_DeepLearning_Ubuntu_mod_lleon/data/campo4_enero26/Camarico/Celular/20260106_114205.jpg,20260106_114205.jpg,8.699027,1.298139,,3024,4032,6097086,,,Camarico,ground
