source,neighbor,rank,distance,source_umap_x,source_umap_y,neighbor_umap_x,neighbor_umap_y
20260106_113124.jpg,20260106_113709.jpg,1,0.4664477884557554,7.336836814880371,-0.12336486577987671,6.95866060256958,0.1496851146221161
20260106_113124.jpg,20260106_113136.jpg,2,0.5962049488499477,7.336836814880371,-0.12336486577987671,7.761793613433838,-0.5415419340133667
20260106_113124.jpg,20260106_113206.jpg,3,0.6559784133389351,7.336836814880371,-0.12336486577987671,7.413736343383789,-0.7748202681541443
20260106_113124.jpg,20260106_113158.jpg,4,0.8386889096676453,7.336836814880371,-0.12336486577987671,7.091817855834961,0.6787353754043579
20260106_113124.jpg,20260106_113604.jpg,5,0.8437831528580312,7.336836814880371,-0.12336486577987671,7.880993843078613,0.5215096473693848
20260106_113124.jpg,20260106_113447.jpg,6,1.0092931328036054,7.336836814880371,-0.12336486577987671,7.535100936889648,0.8662633299827576
20260106_113124.jpg,20260106_113730.jpg,7,1.0786550318485308,7.336836814880371,-0.12336486577987671,8.29958724975586,-0.6097888350486755
20260106_113124.jpg,20260106_113210.jpg,8,1.096480889482713,7.336836814880371,-0.12336486577987671,7.882533550262451,-1.0744092464447021
20260106_113124.jpg,20260106_113308.jpg,9,1.1091901477745452,7.336836814880371,-0.12336486577987671,8.378522872924805,0.2576770484447479
20260106_113124.jpg,20260106_113559.jpg,10,1.4822011807100248,7.336836814880371,-0.12336486577987671,7.218859672546387,1.3541336059570312
20260106_113136.jpg,20260106_113206.jpg,1,0.4190019623035063,7.761793613433838,-0.5415419340133667,7.413736343383789,-0.7748202681541443
20260106_113136.jpg,20260106_113730.jpg,2,0.5421066636459895,7.761793613433838,-0.5415419340133667,8.29958724975586,-0.6097888350486755
20260106_113136.jpg,20260106_113210.jpg,3,0.5463750589139039,7.761793613433838,-0.5415419340133667,7.882533550262451,-1.0744092464447021
20260106_113136.jpg,20260106_113124.jpg,4,0.5962049488499477,7.761793613433838,-0.5415419340133667,7.336836814880371,-0.12336486577987671
20260106_113136.jpg,20260106_113308.jpg,5,1.009507781759834,7.761793613433838,-0.5415419340133667,8.378522872924805,0.2576770484447479
20260106_113136.jpg,20260106_113628.jpg,6,1.0519392207346736,7.761793613433838,-0.5415419340133667,8.802614212036133,-0.6940824389457703
